"ID","title","streetaddress","description","city","state","amenityfeatures","Year","type","unclear_address","uncleartype","notes","Last.Modified","full.address","lon","lat","geoAddress","status"
170,"J.P's Cameo Lounge","232 S. 4th Ave.","783-9966","Yuma","AZ","(MW),(D),(NH)",1990,"Bars",NA,"","(602) area code","4/25/2023 9:36pm","232 S. 4th Ave., Yuma, AZ",-114.6247963,32.7226362,"232 s 4th ave, yuma, az 85364, usa","Geocoded"
171,"Owl Bookstore","807 S. 4th Ave.","343-1040","Yuma","AZ","",1990,"Erotica/Adult Groups",NA,"","(602) area code","4/25/2023 9:36pm","807 S. 4th Ave., Yuma, AZ",-114.6243753,32.7128294,"807 s 4th ave, yuma, az 85364, usa","Geocoded"
175,"Greenwood Hollow Ridge","1 Greenwood Hollow Ridge","253-5283 B&B, year round, RV spaces","Eureka Springs","AR","(MX),(IGTA)",1990,"Accommodations",NA,"","(501) area code","4/25/2023 9:36pm","1 Greenwood Hollow Ridge, Eureka Springs, AR",-93.730641,36.3814868,"1 greenwood hollow ridge, eureka springs, ar 72632, usa","Geocoded"
174,"Cedarberry Cottage B&B","3 Kings Highway","253-6115","Eureka Springs","AR","(MX),(MW)",1990,"Accommodations",NA,"","(501) area code","4/25/2023 9:36pm","3 Kings Highway, Eureka Springs, AR",-93.7444016,36.4023016,"3 kingshighway, eureka springs, ar 72632, usa","Geocoded"
177,"MCC of the Living Spring","17 Elk St.","253-9337 worship 7pm Sun","Eureka Springs","AR","(MCC)",1990,"Religious Organizations",NA,"","(501) area code","4/25/2023 9:36pm","17 Elk St., Eureka Springs, AR",-93.7399584,36.4045521,"17 elk st, eureka springs, ar 72632, usa","Geocoded"
176,"Center Street Bar & Grille","10 Center St.","253-8102","Eureka Springs","AR","(MX),(MW),(D),(E),(F)",1990,"Bars",NA,"","(501) area code","4/25/2023 9:36pm","10 Center St., Eureka Springs, AR",-93.7366351,36.4027674,"10 center st, eureka springs, ar 72632, usa","Geocoded"
179,"MCC Ozarks","275 E. Huntsville Rd.","443-4278 worship 11am Sun","Fayetteville","AR","(MCC)",1990,"Religious Organizations",NA,"","(501) area code","4/25/2023 9:36pm","275 E. Huntsville Rd., Fayetteville, AR",-94.1551584,36.0587558,"275 e huntsville rd, fayetteville, ar 72701, usa","Geocoded"
183,"Court Garden","305 Garrison Ave.","783-9822 5pm-2am","Ft. Smith","AR","(D)",1990,"Bars",NA,"","(501) area code","4/25/2023 9:36pm","305 Garrison Ave., Ft. Smith, AR",-94.4275591,35.3891928,"305 garrison ave, fort smith, ar 72901, usa","Geocoded"
184,"Village Landing","3028 N. 6th St.","6pm-1am Wed, Fri & Sat","Ft. Smith","AR","(*),(MW),(D),(YC)",1990,"Bars",NA,"","(501) area code","4/25/2023 9:36pm","3028 N. 6th St., Ft. Smith, AR",-94.4003782,35.4090865,"3028 n 6th st, fort smith, ar 72904, usa","Geocoded"
189,"Our House Lounge & Restaurant","336 Central Ave.","624-6868","Hot Springs","AR","(*),(MW),(D)",1990,"Bars",NA,"","(501) area code","4/25/2023 9:36pm","336 Central Ave., Hot Springs, AR",-93.0539911,34.5147996,"336 central ave, hot springs national park, ar 71901, usa","Geocoded"
191,"AA Gay/Lesbian","5605 W. 32nd","372-6040 meets 3x/wkly, call for times","Little Rock","AR","",1990,"Info Lines & Services",NA,"","(501) area code","4/25/2023 9:36pm","5605 W. 32nd, Little Rock, AR",-92.3366275,34.7229521,"wesley foundation, 5605 w 32nd st, little rock, ar 72204, usa","Geocoded"
194,"Little Rock Inn","601 Center St.","376-8301 gay bars on premises","Little Rock","AR","(MW),(MX)",1990,"Accommodations",NA,"","(501) area code","4/25/2023 9:36pm","601 Center St., Little Rock, AR",-92.2737142,34.7434647,"601 center st, little rock, ar 72201, usa","Geocoded"
195,"Chaps","1701 S. University","6pm-1am Mon-Fri, 6pm-12am Sat","Little Rock","AR","(LV),(D),(CW)",1990,"Bars",NA,"","(501) area code","4/25/2023 9:36pm","1701 S. University, Little Rock, AR",-92.341211,34.736656,"1701 s university ave, little rock, ar 72204, usa","Geocoded"
197,"Discovery II","1021 Jessie Rd.","664-4784 9pm-2am Mon-Thur, 9pm-5am Fri & Sat","Little Rock","AR","(*),(AH),(S),(D),(YC)",1990,"Bars",NA,"","(501) area code","4/25/2023 9:36pm","1021 Jessie Rd., Little Rock, AR",-92.3002408,34.75858,"1021 jessie rd, little rock, ar 72202, usa","Geocoded"
198,"Preston's","5618 Asher","562-7531","Little Rock","AR","(YC),(D),(F)",1990,"Bars",NA,"","(501) area code","4/25/2023 9:36pm","5618 Asher, Little Rock, AR",-92.336072,34.7191026,"5618 asher ave, little rock, ar 72204, usa","Geocoded"
199,"Twisted Entertainment","7201-B Asher Ave.","568-4262 gift shop, closed Tues","Little Rock","AR","",1990,"Book Stores/Retail Shops",NA,"","(501) area code","4/25/2023 9:36pm","7201-B Asher Ave., Little Rock, AR",-92.3421246,34.7175265,"7201 asher ave b, little rock, ar 72204, usa","Geocoded"
201,"MCC of the Rock","2017 Chandler","753-7075 11am & 6:30pm Sun, 7pm Wed","Little Rock","AR","(MCC)",1990,"Religious Organizations",NA,"","(501) area code","4/25/2023 9:36pm","2017 Chandler, Little Rock, AR",-92.2880157,34.7444618,"little rock, ar, usa","Geocoded"
202,"Unitarian-Universalist Church","1818 Reservoir Rd.","225-1503 worship 11am Sun","Little Rock","AR","",1990,"Religious Organizations",NA,"","(501) area code","4/25/2023 9:36pm","1818 Reservoir Rd., Little Rock, AR",-92.3767914,34.7693142,"1818 reservoir rd, little rock, ar 72227, usa","Geocoded"
204,"American Arcade","4524 Asher","666-9925 open 24hrs, videos","Little Rock","AR","",1990,"Erotica/Adult Groups",NA,"","(501) area code","4/25/2023 9:36pm","4524 Asher, Little Rock, AR",-92.3252798,34.7234386,"4524 asher ave, little rock, ar 72204, usa","Geocoded"
215,"AA Gay/Lesbian","2413 Alta Vista Dr.","327-3724 (MCC#) meets at MCC Mon, Wed, Thur 8pm","Bakersfield","CA","",1990,"Religious Organizations",NA,"","(805) area code","4/25/2023 9:36pm","2413 Alta Vista Dr., Bakersfield, CA",-118.993795,35.3948756,"2413 alta vista dr, bakersfield, ca 93305, usa","Geocoded"
211,"Sure Shot","1732 S. Euclid","535-9439 Italian cuisine, noon-2am","Anaheim","CA","(MW),(BW),(F)",1990,"Bars",NA,"","(714) area code","4/25/2023 9:36pm","1732 S. Euclid, Anaheim, CA",-117.9406228,33.8041747,"1732 s euclid st, anaheim, ca 92802, usa","Geocoded"
212,"MCC New Covenant","314 S. Brockhurst #201","776-7210 worship on Sunday 11:00am&6:00pm, Wed 7:30pm","Anaheim","CA","(MCC)",1990,"Religious Organizations",NA,"","(714) area code","4/25/2023 9:36pm","314 S. Brockhurst #201, Anaheim, CA",-117.9585366,33.828192,"314 s brookhurst st #201, anaheim, ca 92804, usa","Geocoded"
218,"Cellar","1927 K St. 322-1229","4pm to 2am","Bakersfield","CA","(*),(MW),(D),(YC)",1990,"Bars",NA,"","(805) area code","4/25/2023 9:36pm","1927 K St. 322-1229, Bakersfield, CA",-119.0177271,35.3769075,"1927 k st 322 1229, bakersfield, ca 93301, usa","Geocoded"
219,"The Fort","3228 Chester Lane","323-1677 hot tube, Wed-Sat 5pm to 2am, Sun brunch 10am","Bakersfield","CA","(MW),(D),(F),(SW),(PC)",1990,"Bars",NA,"","(805) area code","4/25/2023 9:36pm","3228 Chester Lane, Bakersfield, CA",-119.0398329,35.3651962,"3228 chester ln, bakersfield, ca 93304, usa","Geocoded"
222,"M.C.C.","2413 Alta Vista Dr.","327-3724","Bakersfield","CA","(MCC)",1990,"Religious Organizations",NA,"","(805) area code","4/25/2023 9:36pm","2413 Alta Vista Dr., Bakersfield, CA",-118.993795,35.3948756,"2413 alta vista dr, bakersfield, ca 93305, usa","Geocoded"
224,"Top Hat Theater","1524 Golden State Ave.","324-2662","Bakersfield","CA","",1990,"Erotica/Adult Groups",NA,"","(805) area code","4/25/2023 9:36pm","1524 Golden State Ave., Bakersfield, CA",-119.0197855,35.3878817,"1524 golden state ave, bakersfield, ca 93301, usa","Geocoded"
223,"MCC of the Harvest","2906 Loma Linda Dr.","327-3724 currently 7pm Sun, call first for time change","Bakersfield","CA","(MCC)",1990,"Religious Organizations",NA,"","(805) area code","4/25/2023 9:36pm","2906 Loma Linda Dr., Bakersfield, CA",-118.9988085,35.4015979,"2906 loma linda dr, bakersfield, ca 93305, usa","Geocoded"
225,"Wildcat Books","2620 Chester 324-4243","","Bakersfield","CA","",1990,"Book Stores/Retail Shops",NA,"","(805) area code","4/25/2023 9:36pm","2620 Chester 324-4243, Bakersfield, CA",-119.0324181,35.3651437,"2620 chester ln 324 4243, bakersfield, ca 93304, usa","Geocoded"
233,"Pacific Center","2712 Telegraph Ave.","548-8283 support grps & counseling, 10-10 Mon-Fri, noon-4 Sat, 6-9 Sun","Berkeley","CA","",1990,"Info Lines & Services",NA,"","(415) area code","4/25/2023 9:36pm","2712 Telegraph Ave., Berkeley, CA",-122.2593404,37.8611143,"2712 telegraph ave, berkeley, ca 94705, usa","Geocoded"
236,"Steam Works","2107 4th St.","845-8992 24hrs","Berkeley","CA","(PC)",1990,"Gyms/Health Clubs",NA,"","(415) area code","4/25/2023 9:36pm","2107 4th St., Berkeley, CA",-122.2987483,37.8659665,"2107 fourth st, berkeley, ca 94710, usa","Geocoded"
235,"Brick Hut","3222 Adeline St.","(near Ashby BART station) 658-5555","Berkeley","CA","(MX),(MW)",1990,"Restaurants & Cafes",NA,"","(415) area code","4/25/2023 9:36pm","3222 Adeline St., Berkeley, CA",-122.2715697,37.8501149,"3222 adeline st, berkeley, ca 94703, usa","Geocoded"
237,"Cody's","2454 Telegraph Ave.","845-7852 general bookstore with Gay titles","Berkeley","CA","",1990,"Book Stores/Retail Shops",NA,"","(415) area code","4/25/2023 9:36pm","2454 Telegraph Ave., Berkeley, CA",-122.2587955,37.8658739,"2454 telegraph ave, berkeley, ca 94704, usa","Geocoded"
238,"Dignity East Bay","2401 LeConte","995-2535 mtg 5;30pm 4th Sun, info & referral line","Berkeley","CA","",1990,"Religious Organizations",NA,"","(415) area code","4/25/2023 9:36pm","2401 LeConte, Berkeley, CA",-122.2622427,37.8769183,"2401 le conte ave, berkeley, ca 94709, usa","Geocoded"
241,"Eagles Nest","46175 Big Bear Rd.","866-6465 B&B year-round","Big Bear","CA","(MX)",1990,"Accommodations",NA,"","(714) area code","4/25/2023 9:36pm","46175 Big Bear Rd., Big Bear, CA",-116.8667015,34.2604243,"46175 big bear blvd, big bear, ca 92314, usa","Geocoded"
245,"Ozz","6131 Manchester Ave","(At Ozz bar) 7am-10pm, breakfast-dinner","Buena Park","CA","(MW),(E)",1990,"Restaurants & Cafes",NA,"","(714) area code","4/25/2023 9:36pm","6131 Manchester Ave, Buena Park, CA",NA,NA,"NA","Geocoded"
244,"Ozz","6131 Manchester Ave","522-1542 5pm-2am","Buena Park","CA","(*),(MW),(D),(E),(F),(S),(YC)",1990,"Bars",NA,"","(714) area code","4/25/2023 9:36pm","6131 Manchester Ave, Buena Park, CA",NA,NA,"NA","Geocoded"
248,"LaFiesta Travel","2128 Manning St.","841-4242","Burbank","CA","(IGTA)",1990,"Travel/Tour Operators",NA,"","(408) area code","4/25/2023 9:36pm","2128 Manning St., Burbank, CA",-118.3582289,34.1861316,"2128 n manning st, burbank, ca 91505, usa","Geocoded"
247,"AA Gay/Lesbian","139 Primrose","573-6811 (AA#) South Bay locations, call for current info","Burbank","CA","",1990,"Info Lines & Services",NA,"","(408) area code","4/25/2023 9:36pm","139 Primrose, Burbank, CA",-118.3089661,34.1808392,"burbank, ca, usa","Geocoded"
252,"R.J.'s","900 Cherry St.","893-0900","Chico","CA","(*),(MW),(D),(S),(V),(YC),(F)",1990,"Bars",NA,"","(916) area code","4/25/2023 9:36pm","900 Cherry St., Chico, CA",-121.8415311,39.7208312,"900 cherry st, chico, ca 95928, usa","Geocoded"
255,"Lake Place Resort","9515 Harbor Dr.","998-3331 year-round","Glenhaven","CA","(*)",1990,"Accommodations",NA,"","(707) area code","4/25/2023 9:36pm","9515 Harbor Dr., Glenhaven, CA",-122.7326847,39.0254167,"9515 harbor dr, glenhaven, ca 95443, usa","Geocoded"
256,"Sunset Point Resort","12037 E. Hwy 20","998-9475 cabins, RV hookup, spa","Clear Lake","CA","(MW),(SW)",1990,"Accommodations",NA,"","(707) area code","4/25/2023 9:36pm","12037 E. Hwy 20, Clear Lake, CA",-122.775756,39.0430008,"12037 e hwy 20, lucerne, ca 95458, usa","Geocoded"
254,"Blue Fish Cove Resort","10573 E. Hwy 20","998-1769 year-round with boat facilities","Clear Lake","CA","(MW),(SW)",1990,"Accommodations",NA,"","(707) area code","4/25/2023 9:36pm","10573 E. Hwy 20, Clear Lake, CA",-122.775756,39.0430008,"10573 e hwy 20, lucerne, ca 95458, usa","Geocoded"
257,"Thackery's Marina Inn","10165 Hwy 20","cabins, boat marina, private beach","Glenhaven","CA","(MX),(MW),(SW)",1990,"Accommodations",NA,"","(707) area code","4/25/2023 9:36pm","10165 Hwy 20, Glenhaven, CA",-122.720233,39.0235043,"10165 state hwy 20, clearlake oaks, ca 95423, usa","Geocoded"
258,"Twin Palms Resort","140 Short St. Box 922, 95423","998-1970 boat rentals, waterside units with kitchens","Clear Lake","CA","(MW)",1990,"Accommodations",NA,"","(707) area code","4/25/2023 9:36pm","140 Short St. Box 922, 95423, Clear Lake, CA",-122.6742976,39.0223475,"140 short st, clearlake oaks, ca 95423, usa","Geocoded"
259,"Sunset Point Bar/ Restaurant","12037 E. Hwy 20","998-3243 French cuisine, cocktails seasonal hrs.","Clear Lake","CA","(MW)",1990,"Restaurants & Cafes",NA,"","(707) area code","4/25/2023 9:36pm","12037 E. Hwy 20, Clear Lake, CA",-122.775756,39.0430008,"12037 e hwy 20, lucerne, ca 95458, usa","Geocoded"
265,"Zander Travel Service","2300 Clayton Rd. #570,","682-1400","Concord","CA","(IGTA)",1990,"Travel/Tour Operators",NA,"","(415) area code","4/25/2023 9:36pm","2300 Clayton Rd. #570,, Concord, CA",-122.0376969,37.9737442,"2300 clayton rd # 570, concord, ca 94520, usa","Geocoded"
266,"MCC Diablo Valley","2253 Concord Blvd.","827-2960/TDD 827-0716 worship Sun 10am, Wed 7pm","Concord","CA","(MCC)",1990,"Religious Organizations",NA,"","(415) area code","4/25/2023 9:36pm","2253 Concord Blvd., Concord, CA",-122.0316694,37.976722,"2253 concord blvd, concord, ca 94520, usa","Geocoded"
267,"Adult Bookstore, The","2298 Monument","Pleasant Hill 680-9806","Concord","CA","",1990,"Erotica/Adult Groups",NA,"","(415) area code","4/25/2023 9:36pm","2298 Monument, Concord, CA",-122.0356511,37.9582982,"2298 monument blvd, concord, ca 94520, usa","Geocoded"
269,"Lions Den","719 W. 19th St.","645-3830 noon-2am","Costa Mesa","CA","(MW),(D),(S),(YC)",1990,"Bars",NA,"","(714) area code","4/25/2023 9:36pm","719 W. 19th St., Costa Mesa, CA",-117.929065,33.6427852,"719 w 19th st, costa mesa, ca 92627, usa","Geocoded"
268,"New Directions Travel Company","2435 E. Coast Hwy","675-5000","Corona Del Mar","CA","(IGTA)",1990,"Travel/Tour Operators",NA,"","(714) area code","4/25/2023 9:36pm","2435 E. Coast Hwy, Corona Del Mar, CA",-117.8742299,33.603839,"2435 east coast hwy, corona del mar, ca 92625, usa","Geocoded"
270,"Newport Station","1945 Placentia","631-0031 Tues-Sat 9pm-2am clsd Sun/Mon","Costa Mesa","CA","(*),(MW),(D),(V),(E),(S),(YC)",1990,"Bars",NA,"","(714) area code","4/25/2023 9:36pm","1945 Placentia, Costa Mesa, CA",-117.9332755,33.6439303,"1945 placentia ave, costa mesa, ca 92627, usa","Geocoded"
271,"Odyssey Travel, Inc","1219 Belfast Ave.","641-0542","Costa Mesa","CA","(IGTA)",1990,"Travel/Tour Operators",NA,"","(714) area code","4/25/2023 9:36pm","1219 Belfast Ave., Costa Mesa, CA",-117.9087101,33.6840246,"1219 belfast ave, costa mesa, ca 92626, usa","Geocoded"
273,"MCC Ocean of Life","1259 Victoria St.","Unitarian Church","Costa Mesa","CA","(MCC)",1990,"Religious Organizations",NA,"","(714) area code","4/25/2023 9:36pm","1259 Victoria St., Costa Mesa, CA",-117.9482385,33.6510237,"1259 victoria st, costa mesa, ca 92627, usa","Geocoded"
272,"MCC Ocean of Life","148 E. 22nd St.","840-8501 worship Sun 7pm at","Costa Mesa","CA","(MCC)",1990,"Religious Organizations",NA,"","(714) area code","4/25/2023 9:36pm","148 E. 22nd St., Costa Mesa, CA",-117.9066469,33.6508516,"148 22nd st, costa mesa, ca 92627, usa","Geocoded"
277,"Silver Fox","10095 Saich Way","255-3673 2pm-2am","Cupertino","CA","(D),(S),(NH)",1990,"Bars",NA,"","(408) area code","4/25/2023 9:36pm","10095 Saich Way, Cupertino, CA",-122.0376316,37.3241187,"10095 saich way, cupertino, ca 95014, usa","Geocoded"
279,"Gay/Lesbian Association of Davis","433 Russell","753-2090 (tape) call for meeting times and social events","Davis","CA","",1990,"Info Lines & Services",NA,"","(916) area code","4/25/2023 9:36pm","433 Russell, Davis, CA",-119.4179324,36.778261,"california, usa","Geocoded"
280,"Cafe'Roma","231 E. St.","756-1615 coffee & pastries popular student hangout","Davis","CA","",1990,"Restaurants & Cafes",NA,"","(916) area code","4/25/2023 9:36pm","231 E. St., Davis, CA",-121.7416533,38.5441876,"231 e st, davis, ca 95616, usa","Geocoded"
285,"Panchali's","831 S. Escondido Blvd","747-5250 noon-2am","Escondido","CA","(MW),(D),(NH),(F)",1990,"Bars",NA,"","(619) area code","4/25/2023 9:36pm","831 S. Escondido Blvd, Escondido, CA",-117.0795231,33.113354,"831 s escondido blvd, escondido, ca 92025, usa","Geocoded"
284,"Sugar Shack","4104 N. Arden Dr.","575-9534 nooon-2am","El Monte","CA","(MX),(BW)",1990,"Bars",NA,"","(818) area code","4/25/2023 9:36pm","4104 N. Arden Dr., El Monte, CA",-118.0453445,34.0808214,"4104 arden dr, el monte, ca 91731, usa","Geocoded"
286,"'F' Street Bookstore","237 E. Grand","480-6031","Escondido","CA","",1990,"Erotica/Adult Groups",NA,"","(619) area code","4/25/2023 9:36pm","237 E. Grand, Escondido, CA",-117.0792286,33.1225686,"237 e grand ave, escondido, ca 92025, usa","Geocoded"
287,"Video Specialties","2320 S. Escondido Blvd.","745-6697","Escondido","CA","",1990,"Erotica/Adult Groups",NA,"","(619) area code","4/25/2023 9:36pm","2320 S. Escondido Blvd., Escondido, CA",-117.0712122,33.0935715,"2320 s escondido blvd, escondido, ca 92025, usa","Geocoded"
293,"Jug Handle Beach B&B","32980 Gibney Lane","964-1415 B&B, 4units no pets","Fort Bragg","CA","(MW),(MX)",1990,"Accommodations",NA,"","(707) area code","4/25/2023 9:36pm","32980 Gibney Lane, Fort Bragg, CA",-123.8133232,39.3834579,"32980 gibney ln, fort bragg, ca 95437, usa","Geocoded"
295,"Community Link Inc.","1130 N. Wishon","264-6973 community center, call for drop-in hours","Fresno","CA","",1990,"Info Lines & Services",NA,"","(209) area code","4/25/2023 9:36pm","1130 N. Wishon, Fresno, CA",-119.8009126,36.7571943,"1130 n wishon ave, fresno, ca 93728, usa","Geocoded"
298,"C's","2250 N. Weber","237-4355","Fresno","CA","(*),(MW),(D),(NH)",1990,"Bars",NA,"","(209) area code","4/25/2023 9:36pm","2250 N. Weber, Fresno, CA",-119.8329245,36.7709896,"2250 n weber ave, fresno, ca 93705, usa","Geocoded"
297,"Serenity Fellowship(AA)","1759 Fulton #21","call Community Link for info","Fresno","CA","",1990,"Info Lines & Services",NA,"","(209) area code","4/25/2023 9:36pm","1759 Fulton #21, Fresno, CA",-119.7987849,36.7415693,"1759 fulton st #21, fresno, ca 93721, usa","Geocoded"
301,"Metro Station","1445 'F' St.","237-9540 4pm-midnight Tues-Sat","Fresno","CA","(MW)",1990,"Restaurants & Cafes",NA,"","(209) area code","4/25/2023 9:36pm","1445 'F' St., Fresno, CA",-119.8002429,36.7349966,"1445 f st, fresno, ca 93706, usa","Geocoded"
302,"Olive Tower Cafe","936 E. Olive Ave.","485-5100 cafe food, 7pm-3am Mon, Tues, til 9pm Wed-Sat, til 2am Sun","Fresno","CA","",1990,"Restaurants & Cafes",NA,"","(209) area code","4/25/2023 9:36pm","936 E. Olive Ave., Fresno, CA",-119.7994677,36.7575537,"936 e olive ave, fresno, ca 93728, usa","Geocoded"
299,"Fresno Express","708 N. Blackstone 233-1791","","Fresno","CA","(*),(D),(V),(S)",1990,"Bars",NA,"","(209) area code","4/25/2023 9:36pm","708 N. Blackstone 233-1791, Fresno, CA",-119.7902844,36.7526634,"708 n blackstone ave 233 1791, fresno, ca 93701, usa","Geocoded"
300,"Red Lantern","4618 E. Belmont St.","251-5898 2pm-2am","Fresno","CA","(*),(MW),(NH)",1990,"Bars",NA,"","(209) area code","4/25/2023 9:36pm","4618 E. Belmont St., Fresno, CA",-119.7446313,36.7502867,"4618 e belmont ave, fresno, ca 93702, usa","Geocoded"
303,"Fig Garden Bookstore","5148 N. Pam","226-1845 gay/lesbian section","Fresno","CA","",1990,"Book Stores/Retail Shops",NA,"","(209) area code","4/25/2023 9:36pm","5148 N. Pam, Fresno, CA",-119.8074896,36.8115463,"5148 n palm ave, fresno, ca 93704, usa","Geocoded"
304,"Tower Cottage Gift Shoppe","431 East Olive Ave.","485-2105 10am-6pm Mon-Sat, clsd Sun","Fresno","CA","",1990,"Book Stores/Retail Shops",NA,"","(209) area code","4/25/2023 9:36pm","431 East Olive Ave., Fresno, CA",-119.8063207,36.7578128,"431 e olive ave, fresno, ca 93728, usa","Geocoded"
306,"Questions & Answers Newspaper","830 E. Hedges","268-4929","Fresno","CA","",1990,"Publications",NA,"","(209) area code","4/25/2023 9:36pm","830 E. Hedges, Fresno, CA",-119.8003057,36.7594692,"830 e hedges ave, fresno, ca 93728, usa","Geocoded"
305,"MCC of Vineyard","710 N. Fulton","(Unitarian Church) 441-0105 worship 10:45am","Fresno","CA","(MCC)",1990,"Religious Organizations",NA,"","(209) area code","4/25/2023 9:36pm","710 N. Fulton, Fresno, CA",-119.8002097,36.7525172,"710 n fulton st, fresno, ca 93728, usa","Geocoded"
307,"Wildcat Book Store","1535 Fresno St.","237-4525","Fresno","CA","",1990,"Erotica/Adult Groups",NA,"","(209) area code","4/25/2023 9:36pm","1535 Fresno St., Fresno, CA",-119.7965455,36.733269,"1535 fresno st, fresno, ca 93706, usa","Geocoded"
